IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,fd00:2:fd00:1:fd00:1:fd00:1,44982,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.174-06:00,2026-09-03T01:49:30.176-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45008,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.178-06:00,2026-09-03T01:49:30.180-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45014,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.182-06:00,2026-09-03T01:49:30.184-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,44992,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.186-06:00,2026-09-03T01:49:30.187-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45008,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.194-06:00,2026-09-03T01:49:30.196-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45014,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.198-06:00,2026-09-03T01:49:30.200-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45018,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.206-06:00,2026-09-03T01:49:30.208-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45018,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.222-06:00,2026-09-03T01:49:30.224-06:00
6,10.215.173.1,33918,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2237,4376,9,8,2026-09-03T01:49:30.456-06:00,2026-09-03T01:49:30.580-06:00
6,10.215.173.1,33934,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2165,4335,8,7,2026-09-03T01:49:30.460-06:00,2026-09-03T01:49:30.580-06:00
6,10.215.173.1,33940,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2125,4295,7,6,2026-09-03T01:49:30.469-06:00,2026-09-03T01:49:30.580-06:00
6,10.215.173.1,33954,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2061,4296,7,6,2026-09-03T01:49:30.473-06:00,2026-09-03T01:49:30.580-06:00
6,10.215.173.1,33970,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Error,www.gstatic.com,2157,4256,7,5,2026-09-03T01:49:30.476-06:00,2026-09-03T01:49:30.581-06:00
6,10.215.173.1,33986,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2157,4296,7,6,2026-09-03T01:49:30.507-06:00,2026-09-03T01:49:30.612-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45034,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.543-06:00,2026-09-03T01:49:30.546-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45050,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.548-06:00,2026-09-03T01:49:30.550-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45034,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.558-06:00,2026-09-03T01:49:30.560-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45060,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.562-06:00,2026-09-03T01:49:30.563-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45050,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.566-06:00,2026-09-03T01:49:30.567-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45076,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.569-06:00,2026-09-03T01:49:30.571-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45086,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.574-06:00,2026-09-03T01:49:30.575-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45060,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.578-06:00,2026-09-03T01:49:30.579-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45076,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.583-06:00,2026-09-03T01:49:30.585-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45086,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.589-06:00,2026-09-03T01:49:30.591-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45098,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.593-06:00,2026-09-03T01:49:30.595-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45098,2607:f8b0:4012:809::2003,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,www.gstatic.com,80,60,1,1,2026-09-03T01:49:30.610-06:00,2026-09-03T01:49:30.612-06:00
6,10.215.173.1,33992,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2101,4336,8,7,2026-09-03T01:49:30.847-06:00,2026-09-03T01:49:30.950-06:00
6,10.215.173.1,33994,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2197,4336,8,7,2026-09-03T01:49:30.850-06:00,2026-09-03T01:49:30.950-06:00
6,10.215.173.1,33998,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2061,4296,7,6,2026-09-03T01:49:30.862-06:00,2026-09-03T01:49:30.964-06:00
6,10.215.173.1,34014,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2093,4297,7,6,2026-09-03T01:49:30.866-06:00,2026-09-03T01:49:30.966-06:00
6,10.215.173.1,34020,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2125,4296,7,6,2026-09-03T01:49:30.870-06:00,2026-09-03T01:49:30.973-06:00
6,10.215.173.1,34034,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,2061,4296,7,6,2026-09-03T01:49:30.895-06:00,2026-09-03T01:49:30.998-06:00
17,10.215.173.1,21693,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Cerrado,tenor.googleapis.com,66,290,1,1,2026-09-03T01:50:15.656-06:00,2026-09-03T01:50:15.715-06:00
17,10.215.173.1,18721,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Cerrado,tenor.googleapis.com,66,194,1,1,2026-09-03T01:50:15.659-06:00,2026-09-03T01:50:15.716-06:00
17,10.215.173.1,51175,172.217.112.4,443,10161,Gboard,com.google.android.inputmethod.latin,QUIC,Cerrado,tenor.googleapis.com,0,0,0,0,2026-09-03T01:50:15.724-06:00,2026-09-03T01:50:19.726-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,44154,2001:4860:4846:400::,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,tenor.googleapis.com,80,60,1,1,2026-09-03T01:50:15.726-06:00,2026-09-03T01:50:15.727-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,44154,2001:4860:4846:400::,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,tenor.googleapis.com,80,60,1,1,2026-09-03T01:50:15.737-06:00,2026-09-03T01:50:15.739-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,44156,2001:4860:4846:400::,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,tenor.googleapis.com,80,60,1,1,2026-09-03T01:50:15.978-06:00,2026-09-03T01:50:15.980-06:00
6,fd00:2:fd00:1:fd00:1:fd00:1,44156,2001:4860:4846:400::,443,10161,Gboard,com.google.android.inputmethod.latin,TLS,Inalcanzable,tenor.googleapis.com,80,60,1,1,2026-09-03T01:50:15.994-06:00,2026-09-03T01:50:15.996-06:00
6,10.215.173.1,52484,172.217.112.4,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,tenor.googleapis.com,2170,4719,8,7,2026-09-03T01:50:16.029-06:00,2026-09-03T01:50:16.146-06:00
6,10.215.173.1,52494,172.217.112.4,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,tenor.googleapis.com,2106,4719,8,7,2026-09-03T01:50:16.281-06:00,2026-09-03T01:50:16.386-06:00
6,10.215.173.1,36508,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,847,3084,7,7,2026-09-03T01:50:17.941-06:00,2026-09-03T01:50:18.059-06:00
6,10.215.173.1,36520,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,807,3043,6,6,2026-09-03T01:50:18.044-06:00,2026-09-03T01:50:18.378-06:00
6,10.215.173.1,36536,142.250.189.3,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,847,3083,7,7,2026-09-03T01:50:18.131-06:00,2026-09-03T01:50:18.237-06:00
17,10.215.173.1,56544,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Cerrado,www.gstatic.com,61,89,1,1,2026-09-03T02:50:29.589-06:00,2026-09-03T02:50:29.647-06:00
17,10.215.173.1,13217,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Cerrado,www.gstatic.com,61,77,1,1,2026-09-03T02:50:29.595-06:00,2026-09-03T02:50:29.647-06:00
6,10.215.173.1,35060,142.251.45.35,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,807,3044,6,6,2026-09-03T02:50:29.651-06:00,2026-09-03T02:50:29.762-06:00
6,10.215.173.1,35066,142.251.45.35,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,807,3044,6,6,2026-09-03T02:50:29.754-06:00,2026-09-03T02:50:29.854-06:00
6,10.215.173.1,35082,142.251.45.35,443,10161,Gboard,com.google.android.inputmethod.latin,HTTPS,Cerrado,www.gstatic.com,807,3044,6,6,2026-09-03T02:50:29.839-06:00,2026-09-03T02:50:29.961-06:00
